N_Oficial,Nombre_est,latitude,longitude,geometry,N_DinaguaW,N_UTEWSH,N_UTEWSP,Institucio,Tipo_estac,Parametros,Resolucion,wflow_basi,wflow_outp,WHOS_siteC
INUMET-1537,Masoller (TP),-31.083,-56.003,POINT (-56.003 -31.083),INUMET-1537,,,INUMET,Automatica,P,5 min,,,
INUMET-1398,Mataojo (TP),-34.637,-55.048,POINT (-55.048 -34.637),INUMET-1398,,,INUMET,Automatica,P,5 min,,,
INUMET-1381,Mendoza Grande (TP),-34.282,-56.215,POINT (-56.215 -34.282),INUMET-1381,,,INUMET,Automatica,P,5 min,,,
INUMET-1565,Migues (TP),-34.433,-55.687,POINT (-55.687 -34.433),INUMET-1565,,,INUMET,Automatica,P,5 min,,,
INUMET-1564,Moirones (TP),-31.604,-54.984,POINT (-54.984 -31.604),INUMET-1564,,,INUMET,Automatica,P,5 min,,,
INUMET-1442,Montecoral (TP),-33.526,-55.727,POINT (-55.727 -33.526),INUMET-1442,,,INUMET,Automatica,P,5 min,,,
INUMET-1403,Nueva Palmira (TP),-33.86,-58.396,POINT (-58.396 -33.86),INUMET-1403,,,INUMET,Automatica,P,5 min,,,
INUMET-1526,Nuevo Berlín (TP),-32.982,-58.059,POINT (-58.059 -32.982),INUMET-1526,,,INUMET,Automatica,P,5 min,,,
INUMET-1394,Palmitas (TP),-33.508,-57.799,POINT (-57.799 -33.508),INUMET-1394,,,INUMET,Automatica,P,5 min,,,
INUMET-1527,Parador La Vibora (TP),-33.169,-58.178,POINT (-58.178 -33.169),INUMET-1527,,,INUMET,Automatica,P,5 min,,,
INUMET-1429,Parque Policial Solymar (TP),-34.824,-55.959,POINT (-55.959 -34.824),INUMET-1429,,,INUMET,Automatica,P,5 min,,,
INUMET-1563,Paso Ataques (TP),-31.095,-55.688,POINT (-55.688 -31.095),INUMET-1563,,,INUMET,Automatica,P,5 min,,,
INUMET-1430,Paso del Cerro (TP),-31.486,-55.833,POINT (-55.833 -31.486),INUMET-1430,,,INUMET,Automatica,P,5 min,,,
INUMET-1545,Paso Severino (TP),-34.268,-56.303,POINT (-56.303 -34.268),INUMET-1545,,,INUMET,Automatica,P,5 min,,,
INUMET-1379,Peralta (TP),-32.494,-56.355,POINT (-56.355 -32.494),INUMET-1379,,,INUMET,Automatica,P,5 min,,,
INUMET-1544,Piedra Sola (TP),-32.082,-56.308,POINT (-56.308 -32.082),INUMET-1544,,,INUMET,Automatica,P,5 min,,,
INUMET-1529,Piedras Coloradas (TP),-32.369,-57.61,POINT (-57.61 -32.369),INUMET-1529,,,INUMET,Automatica,P,5 min,,,
INUMET-1422,Piraraja (TP),-33.744,-54.753,POINT (-54.753 -33.744),INUMET-1422,,,INUMET,Automatica,P,5 min,,,
INUMET-1562,Piriápolis (TP),-34.845,-55.267,POINT (-55.267 -34.845),INUMET-1562,,,INUMET,Automatica,P,5 min,,,
INUMET-1378,Prado (TP),-34.86,-56.207,POINT (-56.207 -34.86),INUMET-1378,,,INUMET,Automatica,P,5 min,,,
INUMET-1372,Pueblo Centenario (TP),-32.834,-56.496,POINT (-56.496 -32.834),INUMET-1372,,,INUMET,Automatica,P,5 min,,,
INUMET-1373,Pueblo Grecco (TP),-32.818,-57.044,POINT (-57.044 -32.818),INUMET-1373,,,INUMET,Automatica,P,5 min,,,
INUMET-1400,Punta del Este (TP),-34.969,-54.951,POINT (-54.951 -34.969),INUMET-1400,,,INUMET,Automatica,P,5 min,,,
INUMET-1412,Puntas del Sauce (TP),-33.83,-57.017,POINT (-57.017 -33.83),INUMET-1412,,,INUMET,Automatica,P,5 min,,,
INUMET-1531,Quebracho (TP),-31.93,-57.89,POINT (-57.89 -31.93),INUMET-1531,,,INUMET,Automatica,P,5 min,,,
INUMET-1410,Rafael Perazza (TP),-34.524,-56.801,POINT (-56.801 -34.524),INUMET-1410,,,INUMET,Automatica,P,5 min,,,
INUMET-1642,Reboledo (TP),-34.0,-55.6506,POINT (-55.6506 -34),INUMET-1642,,,INUMET,Automatica,P,5 min,,,
INUMET-1444,Rincón (TP),-32.832,-53.832,POINT (-53.832 -32.832),INUMET-1444,,,INUMET,Automatica,P,5 min,,,
INUMET-1570,Rincón de Pereira (TP),-32.397,-55.292,POINT (-55.292 -32.397),INUMET-1570,,,INUMET,Automatica,P,5 min,,,
INUMET-1383,San Gabriel (TP),-34.037,-55.886,POINT (-55.886 -34.037),INUMET-1383,,,INUMET,Automatica,P,5 min,,,
INUMET-1525,San Javier (TP),-32.667,-58.136,POINT (-58.136 -32.667),INUMET-1525,,,INUMET,Automatica,P,5 min,,,
INUMET-1404,San Jorge (TP),-32.844,-55.897,POINT (-55.897 -32.844),INUMET-1404,,,INUMET,Automatica,P,5 min,,,
INUMET-1418,San José (TP),-34.352,-56.75,POINT (-56.75 -34.352),INUMET-1418,,,INUMET,Automatica,P,5 min,,,
INUMET-1387,San Luis (TP),-33.606,-53.719,POINT (-53.719 -33.606),INUMET-1387,,,INUMET,Automatica,P,5 min,,,
INUMET-1377,San Ramón (TP),-34.303,-55.961,POINT (-55.961 -34.303),INUMET-1377,,,INUMET,Automatica,P,5 min,,,
INUMET-1528,Santa Clara de Olimar (TP),-32.923,-54.947,POINT (-54.947 -32.923),INUMET-1528,,,INUMET,Automatica,P,5 min,,,
INUMET-1374,Santa Lucía (TP),-34.45,-56.345,POINT (-56.345 -34.45),INUMET-1374,,,INUMET,Automatica,P,5 min,,,
INUMET-1643,Santa Rosa (TP),-34.5451,-56.0614,POINT (-56.0614 -34.5451),INUMET-1643,,,INUMET,Automatica,P,5 min,,,
INUMET-1384,Santa Teresa (TP),-33.999,-53.554,POINT (-53.554 -33.999),INUMET-1384,,,INUMET,Automatica,P,5 min,,,
INUMET-1407,Sarandi del Navarro (TP),-32.543,-56.862,POINT (-56.862 -32.543),INUMET-1407,,,INUMET,Automatica,P,5 min,,,
INUMET-1543,Sarandí Grande (TP),-33.71,-56.334,POINT (-56.334 -33.71),INUMET-1543,,,INUMET,Automatica,P,5 min,,,
INUMET-1416,Sauce (TP),-34.634,-55.959,POINT (-55.959 -34.634),INUMET-1416,,,INUMET,Automatica,P,5 min,,,
INUMET-1523,Tarumanes (TP),-34.423,-54.398,POINT (-54.398 -34.423),INUMET-1523,,,INUMET,Automatica,P,5 min,,,
INUMET-1405,Toledo (TP),-34.743,-56.096,POINT (-56.096 -34.743),INUMET-1405,,,INUMET,Automatica,P,5 min,,,
INUMET-1419,Trinidad (TP),-33.536,-56.916,POINT (-56.916 -33.536),INUMET-1419,,,INUMET,Automatica,P,5 min,,,
INUMET-1389,Valizas (TP),-34.4,-53.869,POINT (-53.869 -34.4),INUMET-1389,,,INUMET,Automatica,P,5 min,,,
INUMET-1393,Valle Edén (TP),-31.824,-56.175,POINT (-56.175 -31.824),INUMET-1393,,,INUMET,Automatica,P,5 min,,,
INUMET-1385,Velázquez (TP),-34.035,-54.28,POINT (-54.28 -34.035),INUMET-1385,,,INUMET,Automatica,P,5 min,,,
INUMET-1538,Vichadero (TP),-31.779,-54.691,POINT (-54.691 -31.779),INUMET-1538,,,INUMET,Automatica,P,5 min,,,
INUMET-1438,Zapican (TP),-33.527,-54.941,POINT (-54.941 -33.527),INUMET-1438,,,INUMET,Automatica,P,5 min,,,
19.0,Carmelo (Atracadero),-34.0092,-58.2903,POINT (-58.2903 -34.0092),0000000190,,,DINAGUA,Telemetrica,H,30 min,,,
13.0,La Charqueada,-33.2033,-53.7964,POINT (-53.7964 -33.2033),0000000130,,,DINAGUA,Telemetrica,HT,30 min,,,
14.0,Picada de Corbo,-33.83,-54.7689,POINT (-54.7689 -33.83),0000000140,,,DINAGUA,Telemetrica,HQT,30 min,,,
15.0,Paso Averías,-33.6133,-54.3294,POINT (-54.3294 -33.6133),0000000150,,,DINAGUA,Telemetrica,HQ,Horaria,,,
10.1,Treinta y Tres (Ruta 8),-33.2419,-54.4019,POINT (-54.4019 -33.2419),0000000101,,,DINAGUA,Telemetrica,HQT,30 min,,,
17.1,Puente Mauá,-32.5728,-53.3767,POINT (-53.3767 -32.5728),0000000171,,,DINAGUA,Telemetrica,H,Horaria,,,
36.0,Punta San Luis,-33.5217,-53.5428,POINT (-53.5428 -33.5217),0000000360,,,DINAGUA,Telemetrica,H,30 min,,,
44.0,Fray Marcos,-34.2161,-55.7411,POINT (-55.7411 -34.2161),0000000440,,,DINAGUA,Telemetrica,HQT,30 min,SantaLucia,1.0,
45.0,Laguna del Sauce (Vertedero),-34.8622,-55.0694,POINT (-55.0694 -34.8622),0000000450,,,DINAGUA,Telemetrica,H,30 min,,,
46.1,San Carlos (Puente Ruta 9),-34.7694,-54.9008,POINT (-54.9008 -34.7694),0000000461,,,DINAGUA,Telemetrica,HQT,30 min,,,
53.1,Florida (Puente Ruta 5),-34.0911,-56.2033,POINT (-56.2033 -34.0911),0000000531,,,DINAGUA,Telemetrica,HQ,30 min,SantaLucia,1.0,
59.1,Paso Pache (Ruta 5 Nueva),-34.3647,-56.2492,POINT (-56.2492 -34.3647),0000000591,,,DINAGUA,Telemetrica,HQ,30 min,SantaLucia,1.0,
61.0,Paso de la Compañia,-31.5775,-55.4656,POINT (-55.4656 -31.5775),0000000610,,,DINAGUA,Telemetrica,HQT,30 min,,,
64.0,Paso Mazangano,-32.1097,-54.6672,POINT (-54.6672 -32.1097),0000000640,,,DINAGUA,Telemetrica,HQ,30 min,,,
71.0,Pan de Azúcar (Puente Ruta 9),-34.7811,-55.2336,POINT (-55.2336 -34.7811),0000000710,,,DINAGUA,Telemetrica,HT,30 min,,,
82.0,Paso Andrés Pérez,-32.1781,-57.2369,POINT (-57.2369 -32.1781),0000000820,,,DINAGUA,Telemetrica,HQT,30 min,,,
67.1,Laguna Garzón,-34.7786,-54.5758,POINT (-54.5758 -34.7786),0000000671,,,DINAGUA,Telemetrica,HT,30 min,,,
77.0,Canelón Grande (Presa),-34.4558,-56.2636,POINT (-56.2636 -34.4558),0000000770,,,DINAGUA,Telemetrica,H,Horaria,,,
97.0,Paso Dragón,-32.7636,-53.7189,POINT (-53.7189 -32.7636),0000000970,,,DINAGUA,Telemetrica,HQ,30 min,,,
98.0,Lago Merín,-32.7394,-53.2558,POINT (-53.2558 -32.7394),0000000980,,,DINAGUA,Telemetrica,H,30 min,,,
117.0,Paso Roldán,-34.2675,-55.4542,POINT (-55.4542 -34.2675),0000001170,,,DINAGUA,Telemetrica,HQT,30 min,SantaLucia,1.0,
118.0,25 de Agosto,-34.4156,-56.4153,POINT (-56.4153 -34.4156),0000001180,,,DINAGUA,Telemetrica,HT,30 min,SantaLucia,1.0,
140.0,Dayman (Puente Ruta 3),-31.4589,-57.9031,POINT (-57.9031 -31.4589),0000001400,,,DINAGUA,Telemetrica,HQT,30 min,,,
141.0,Queguay (Puente Ruta 3),-32.1356,-57.9386,POINT (-57.9386 -32.1356),0000001410,,,DINAGUA,Telemetrica,HQT,30 min,,,
191.0,Barra del Chuy,-33.7486,-53.3831,POINT (-53.3831 -33.7486),0000001910,,,DINAGUA,Telemetrica,HT,30 min,,,
110.0,San Luis,-33.6017,-53.7242,POINT (-53.7242 -33.6017),0000001100,,,DINAGUA,Telemetrica,HT,30 min,,,
115.0,Picada de Varela,-34.3189,-56.7097,POINT (-56.7097 -34.3189),0000001150,,,DINAGUA,Telemetrica,HT,30 min,SantaLucia,1.0,
133.0,Santa Lucia (Ruta 11),-34.4497,-56.4011,POINT (-56.4011 -34.4497),0000001330,,,DINAGUA,Telemetrica,HQT,30 min,SantaLucia,1.0,
130.0,Juan Lacaze,-34.4417,-57.4442,POINT (-57.4442 -34.4417),0000001300,,,DINAGUA,Telemetrica,HT,30 min,,,
185.0,Laguna Castillos,-34.2844,-53.9031,POINT (-53.9031 -34.2844),0000001850,,,DINAGUA,Telemetrica,HT,30 min,,,
52.0,Paso del Borracho,-31.87573,-55.47099,POINT (-55.47099 -31.87573),0000000520,,,DINAGUA,Telemetrica,HQT,30 min,,,
55.1,Picada de Coelho,-32.03367,-55.36637,POINT (-55.36637 -32.03367),0000000551,,,DINAGUA,Telemetrica,HQT,30 min,,,
62.0,Po.de los Mellizos (Puente R3),-32.90724,-57.41358,POINT (-57.41358 -32.90724),0000000620,,,DINAGUA,Telemetrica,HQT,30 min,,,
83.0,Punta del Este,-34.96446,-54.95163,POINT (-54.95163 -34.96446),0000000830,,,DINAGUA,Telemetrica,H,30 min,,,
90.0,La Paloma,-34.65456,-54.14266,POINT (-54.14266 -34.65456),0000000900,,,DINAGUA,Telemetrica,HT,30 min,,,
96.0,Paso Borches,-32.53026,-54.13139,POINT (-54.13139 -32.53026),0000000960,,,DINAGUA,Telemetrica,HQ,30 min,,,
113.0,Piriápolis,-34.87724,-55.28003,POINT (-55.28003 -34.87724),0000001130,,,DINAGUA,Telemetrica,HT,30 min,,,
121.0,Ao. Del Sauce (Ruta 9 Vieja),-34.74016369,-55.08029379,POINT (-55.08029379 -34.74016369),0000001210,,,DINAGUA,Telemetrica,HT,30 min,,,
123.0,Paso Baltasar,-31.72834,-55.77118,POINT (-55.77118 -31.72834),0000001230,,,DINAGUA,Telemetrica,HQT,30 min,,,
174.0,Maldonado Pte. R-9,-34.7476,-54.95316,POINT (-54.95316 -34.7476),0000001740,,,DINAGUA,Telemetrica,HQT,30 min,,,
INIA1,Salto Grande,-31.273,-57.891,POINT (-57.891 -31.273),,,,INIA,Convencional,PE,Diaria y Horaria,,,
INIA2,Tacuarembó - Glencoe,-32.006,-57.134,POINT (-57.134 -32.006),,,,INIA,Convencional,PE,Diaria y Horaria,,,
INIA3,Tacuarembó - La Magnolia,-31.709,-55.827,POINT (-55.827 -31.709),,,,INIA,Convencional,PE,Diaria y Horaria,,,
INIA4,Durazno,-33.314,-56.524,POINT (-56.524 -33.314),,,,INIA,Automática,P,Horaria,,,
INIA5,La Estanzuela,-34.337,-57.692,POINT (-57.692 -34.337),,,,INIA,Convencional,PE,Diaria y Horaria,,,
INIA6,Las Brujas,-34.672,-56.34,POINT (-56.34 -34.672),,,,INIA,Convencional,PE,Diaria y Horaria,,,
INIA7,Rocha,-34.59,-54.41,POINT (-54.41 -34.59),,,,INIA,Automática,P,Horaria,,,
INIA8,INIA TyT - Palo Pique,-33.263,-54.487,POINT (-54.487 -33.263),,,,INIA,Convencional,PE,Diaria y Horaria,,,
A826,ALEGRETE,-29.709,-55.526,POINT (-55.526 -29.709),,,,INMET,Automatica,P,Horaria,,,11F906A561D5D3513AE69C3A5A5AA1470C490574
A827,BAGE,-31.348,-54.013,POINT (-54.013 -31.348),,,,INMET,Automatica,P,Horaria,,,F9BD4B0024CFF2D2DDBAF94323DFFDE2B7E877E9
A845,BOM JARDIM DA SERRA - MORRO DA IGREJA,-28.127,-49.48,POINT (-49.48 -28.127),,,,INMET,Automatica,P,Horaria,,,474828553B2AF6E6E9894D1AC043CB51EC252709
A859,CACADOR,-26.819,-50.986,POINT (-50.986 -26.819),,,,INMET,Automatica,P,Horaria,,,97F15C40DAD0E1DB21AEF626A5EE8CB3B9B5DCFF
A898,CAMPOS NOVOS,-27.389,-51.216,POINT (-51.216 -27.389),,,,INMET,Automatica,P,Horaria,,,579306F28FD733AA2E399FBECC3D744C33E21975
A895,CHAPECO,-27.085,-52.636,POINT (-52.636 -27.085),,,,INMET,Automatica,P,Horaria,,,65A47BFC3D61C5D45F1ABE38C068AA44765F6B45
A853,CRUZ ALTA,-28.603,-53.674,POINT (-53.674 -28.603),,,,INMET,Automatica,P,Horaria,,,BFBACB0283E9936827090C02431D5AA52399AA94
A860,CURITIBANOS,-27.289,-50.604,POINT (-50.604 -27.289),,,,INMET,Automatica,P,Horaria,,,AC097D337EE7F465786B3A2CB88EC886DA291297
A848,DIONISIO CERQUEIRA,-26.287,-53.633,POINT (-53.633 -26.287),,,,INMET,Automatica,P,Horaria,,,3665718DFD72E0730F1F44FEED8835887CD2B79B
A881,DOM PEDRITO,-31.003,-54.618,POINT (-54.618 -31.003),,,,INMET,Automatica,P,Horaria,,,BDA8D21F375974C9EE95E06A9FE429FD0CD3FD77
A828,ERECHIM,-27.658,-52.306,POINT (-52.306 -27.658),,,,INMET,Automatica,P,Horaria,,,2542ECACBC790388BB80B3FBB868D5BCB525DED4
A841,JOACABA,-27.169,-51.559,POINT (-51.559 -27.169),,,,INMET,Automatica,P,Horaria,,,296C9BFC4854926C3967433B290E398EF3E7CEEA
A865,LAGES,-27.802,-50.336,POINT (-50.336 -27.802),,,,INMET,Automatica,P,Horaria,,,9F60A8B2BB7010990075E17E5270D35A32DAA32D
A844,LAGOA VERMELHA,-28.222,-51.513,POINT (-51.513 -28.222),,,,INMET,Automatica,P,Horaria,,,DDF51EF50A5734078E20E61098E18625AF05A5CE
A816,NOVO HORIZONTE,-26.406,-52.85,POINT (-52.85 -26.406),,,,INMET,Automatica,P,Horaria,,,B7FBF39C7D5556BFAC00B4A847112E40CE815139
A856,PALMEIRA DAS MISSOES,-27.92,-53.318,POINT (-53.318 -27.92),,,,INMET,Automatica,P,Horaria,,,AFB6DF69A1DB45A912A842D88C79B3ADB26F7D61
A839,PASSO FUNDO,-28.227,-52.404,POINT (-52.404 -28.227),,,,INMET,Automatica,P,Horaria,,,53F1E142CD1F014E3581C884F2CE04548268419B
A831,QUARAI,-30.369,-56.437,POINT (-56.437 -30.369),,,,INMET,Automatica,P,Horaria,,,6CA6AF4FD5AA7BB98F592BFFABA85882344432EB
A810,SANTA ROSA,-27.891,-54.48,POINT (-54.48 -27.891),,,,INMET,Automatica,P,Horaria,,,54323A6ADAE02C01AB7DFF91B545CDB8E9F2C76B
A804,SANTANA DO LIVRAMENTO,-30.751,-55.401,POINT (-55.401 -30.751),,,,INMET,Automatica,P,Horaria,,,A03F4113524916F6038EDD52E99CB61B9ABD7643
A833,SANTIAGO,-29.192,-54.886,POINT (-54.886 -29.192),,,,INMET,Automatica,P,Horaria,,,932DB847057DEF0CAB0B2C6D16491F5FE6FDF95F
A805,SANTO AUGUSTO,-27.854,-53.791,POINT (-53.791 -27.854),,,,INMET,Automatica,P,Horaria,,,4604DFCE930D9266B8C393577FEE1520C8BB67A8
A830,SAO BORJA,-28.65,-56.016,POINT (-56.016 -28.65),,,,INMET,Automatica,P,Horaria,,,62AE226A797DB18587AEBDF143B62E8F5333FF76
A815,SAO JOAQUIM,-28.276,-49.935,POINT (-49.935 -28.276),,,,INMET,Automatica,P,Horaria,,,E360B8BFD8BCD34E0806C6B5D1B1F6C369AA2594
A852,SAO LUIZ GONZAGA,-28.417,-54.963,POINT (-54.963 -28.417),,,,INMET,Automatica,P,Horaria,,,6060FBF637242A7EA81A3AA37D4F9CABB2DBED92
A857,SAO MIGUEL DO OESTE,-26.776,-53.504,POINT (-53.504 -26.776),,,,INMET,Automatica,P,Horaria,,,AFA2713A7ED5666FF26A94C1C31255E240341782
A889,SAO VICENTE DO SUL,-29.702,-54.694,POINT (-54.694 -29.702),,,,INMET,Automatica,P,Horaria,,,6DF7146F161D0D8AE0B56D8C984C7DAE9BC3CDA5
A809,URUGUAIANA,-29.84,-57.082,POINT (-57.082 -29.84),,,,INMET,Automatica,P,Horaria,,,7935E0CD25BAE757DF8EB10E89B5C56605F81BD1
A858,XANXERE,-26.939,-52.398,POINT (-52.398 -26.939),,,,INMET,Automatica,P,Horaria,,,5AE7123BC196E33F61EFF61084AAD3C93BEFB804
A832,SÃO GABRIEL,-30.341,-54.311,POINT (-54.311 -30.341),,,,INMET,Automatica,P,Horaria,,,11CC4264CA650102BD10552D2DCB27E4AC2EDA4B
A803,SANTA MARIA,-29.725,-53.721,POINT (-53.721 -29.725),,,,INMET,Automatica,P,Horaria,,,A5EE2113515A500BF8BB67F7A67ED7D62108C093
A836,JAGUARAO,-32.535,-53.376,POINT (-53.376 -32.535),,,,INMET,Automatica,P,Horaria,,,51D03619A6AD92C560AD85E00355DC2F3F5C5393
A899,SANTA VITORIA DO PALMA - BARRA DO CHUI,-33.742,-53.372,POINT (-53.372 -33.742),,,,INMET,Automatica,P,Horaria,,,FC05929E9AE333D46EF313A21C626613BD3AFD62
A802,RIO GRANDE,-32.079,-52.168,POINT (-52.168 -32.079),,,,INMET,Automatica,P,Horaria,,,74140C11FB8BFF1410E6CB18A633982660A7CADA
A887,CAPAO DO LEAO (PELOTAS),-31.803,-52.407,POINT (-52.407 -31.803),,,,INMET,Automatica,P,Horaria,,,29134D53FC8EF60F0F2E6739DAAE102E58735F4A
A811,CANGUCU,-31.403,-52.701,POINT (-52.701 -31.403),,,,INMET,Automatica,P,Horaria,,,1FB6B1B52AA09EA02E2E2E94E865435062797268
A812,CACAPAVA DO SUL,-30.545,-53.467,POINT (-53.467 -30.545),,,,INMET,Automatica,P,Horaria,,,0F2EF2B1A23A9F044115E83673EA8664BB286255
A893,ENCRUZILHADA DO SUL,-30.543,-52.525,POINT (-52.525 -30.543),,,,INMET,Automatica,P,Horaria,,,D707606553F65E13F2569B1FEEA2B5F8BEBAA621
A838,CAMAQUA,-30.808,-51.834,POINT (-51.834 -30.808),,,,INMET,Automatica,P,Horaria,,,85A4344253A2DF8FB6A7BC7B6EFBACE215FA4DFB
77500000,QUARAI,-30.3844,-56.4656,POINT (-56.4656 -30.3844),,,,ANA,Online,PHQ,15 min,,,
77150000,URUGUAIANA,-29.7486,-57.0886,POINT (-57.0886 -29.7486),,,,ANA,Online,PHQ,15 min,,,
76750000,ALEGRETE,-29.7683,-55.7875,POINT (-55.7875 -29.7683),,,,ANA,Online,PHQ,15 min,,,
75900000,ITAQUI,-29.1175,-56.5544,POINT (-56.5544 -29.1175),,,,ANA,Online,PHQ,15 min,,,
76800000,PASSO MARIANO PINTO,-29.3092,-56.0553,POINT (-56.0553 -29.3092),,,,ANA,Online,PHQ,15 min,,,
76560000,MANOEL VIANA,-29.5958,-55.4814,POINT (-55.4814 -29.5958),,,,ANA,Online,PHQ,15 min,,,
76310000,ROSARIO DO SUL,-30.2428,-54.9169,POINT (-54.9169 -30.2428),,,,ANA,Online,PHQ,15 min,,,
3154011,ADUANA ACEGUÁ,-31.8661,-54.1672,POINT (-54.1672 -31.8661),,,,ANA,Online,P,15 min,,,
2956013,CERRO DO COQUEIRO,-29.7786,-56.5206,POINT (-56.5206 -29.7786),,,,ANA,Online,P,15 min,,,
3155005,POZZOBON,-31.2397,-55.0944,POINT (-55.0944 -31.2397),,,,ANA,Online,P,15 min,,,
3353020,VITÓRIA PALMAR,-33.2381,-53.0619,POINT (-53.0619 -33.2381),,,,ANA,Online,P,15 min,,,
3054029,AZEVEDO SODRÉ,-30.0972,-54.6439,POINT (-54.6439 -30.0972),,,,ANA,Online,P,15 min,,,
3154013,BENTO RENGO,-31.27,-54.5311,POINT (-54.5311 -31.27),,,,ANA,Online,P,15 min,,,
3055018,CABECEIRA SAICÃ,-30.2269,-55.1553,POINT (-55.1553 -30.2269),,,,ANA,Online,P,15 min,,,
3055019,CERRO DO COMBATE,-30.5469,-55.3197,POINT (-55.3197 -30.5469),,,,ANA,Online,P,15 min,,,
88370150,CORSAN ARROIO GRANDE,-32.2394,-53.0897,POINT (-53.0897 -32.2394),,,,ANA,Online,P,15 min,,,
3253030,CORSAN HERVAL,-32.0289,-53.3978,POINT (-53.3978 -32.0289),,,,ANA,Online,P,15 min,,,
2954040,COXILHA DO PAU FINADO,-29.9511,-54.3317,POINT (-54.3317 -29.9511),,,,ANA,Online,P,15 min,,,
76240000,DOM PEDRITO/CORSAN,-30.9947,-54.6856,POINT (-54.6856 -30.9947),,,,ANA,Online,PH,15 min,,,
88690050,ECLUSA SÃO GONÇALO,-31.8111,-52.3892,POINT (-52.3892 -31.8111),,,,ANA,Online,PH,15 min,,,
3056029,ESTÂNCIA CATY,-30.4247,-56.0206,POINT (-56.0206 -30.4247),,,,ANA,Online,P,15 min,,,
79400400,ESTÂNCIA DA LAGOA,-31.6122,-54.3908,POINT (-54.3908 -31.6122),,,,ANA,Online,PH,15 min,,,
3055021,ESTÂNCIA SANTA HILMA,-30.9453,-55.6664,POINT (-55.6664 -30.9453),,,,ANA,Online,P,15 min,,,
3055017,ESTÂNCIA SARANDI,-30.665,-55.9531,POINT (-55.9531 -30.665),,,,ANA,Online,P,15 min,,,
2955024,FAZENDA CORDILHEIRA,-29.4264,-55.1583,POINT (-55.1583 -29.4264),,,,ANA,Online,P,15 min,,,
3054030,FAZENDA SÃO GABRIEL,-30.4811,-54.5533,POINT (-54.5533 -30.4811),,,,ANA,Online,P,15 min,,,
79200010,FAZENDA SÃO JORGE / BAGÉ,-31.4533,-54.13,POINT (-54.13 -31.4533),,,,ANA,Online,PH,15 min,,,
76660900,FUNDAÇÃO MARONNA ALEGRETE,-30.0681,-55.6594,POINT (-55.6594 -30.0681),,,,ANA,Online,P,15 min,,,
88150900,GASTAUD MANGUEIRA,-32.8336,-52.6436,POINT (-52.6436 -32.8336),,,,ANA,Online,P,15 min,,,
88009000,GERIBATU,-33.5022,-53.1478,POINT (-53.1478 -33.5022),,,,ANA,Online,PH,15 min,,,
76500040,JACAQUÁ,-29.6869,-55.1964,POINT (-55.1964 -29.6869),,,,ANA,Online,PH,15 min,,,
3054028,MARCO DAS ÁGUAS,-30.7478,-54.1375,POINT (-54.1375 -30.7478),,,,ANA,Online,P,15 min,,,
76220900,PASSO DA FERRARIA,-31.1417,-54.3806,POINT (-54.3806 -31.1417),,,,ANA,Online,PH,15 min,,,
88260000,PASSO DAS PEDRAS,-32.5194,-53.4558,POINT (-53.4558 -32.5194),,,,ANA,Online,PHQ,15 min,,,
87920500,PASSO DO CANDOMBE,-31.29,-52.1175,POINT (-52.1175 -31.29),,,,ANA,Online,PH,15 min,,,
76741900,PASSO DO OSÓRIO ALEGRETE,-29.9514,-55.5992,POINT (-55.5992 -29.9514),,,,ANA,Online,PH,15 min,,,
85480010,PASSO DO ROCHA,-30.2319,-53.9856,POINT (-53.9856 -30.2319),,,,ANA,Online,P,15 min,,,
76290000,PASSO DOS FARRAPOS,-30.5183,-55.0431,POINT (-55.0431 -30.5183),,,,ANA,Online,PH,15 min,,,
3154015,PASSO SÃO LUIS BAGÉ,-31.5119,-54.5114,POINT (-54.5114 -31.5119),,,,ANA,Online,P,15 min,,,
87237000,PONTE ARROIO TURUÇU,-31.3678,-52.2928,POINT (-52.2928 -31.3678),,,,ANA,Online,PH,15 min,,,
87550050,PONTE CAMAQUÃ CHICO,-30.9083,-53.8206,POINT (-53.8206 -30.9083),,,,ANA,Online,P,15 min,,,
88550010,PONTE DO IMPÉRIO PIRATINI,-31.7192,-52.9008,POINT (-52.9008 -31.7192),,,,ANA,Online,PH,15 min,,,
76300000,PONTE IBICUI DA ARMADA,-30.2808,-54.9031,POINT (-54.9031 -30.2808),,,,ANA,Online,P,15 min,,,
76150050,PONTE IBIROCAÍ,-29.4683,-56.4756,POINT (-56.4756 -29.4683),,,,ANA,Online,PH,15 min,,,
76431995,PONTE RIO JAGUARI,-29.4997,-54.6889,POINT (-54.6889 -29.4997),,,,ANA,Online,PH,15 min,,,
76380050,RIO CACEQUI,-29.895,-54.8531,POINT (-54.8531 -29.895),,,,ANA,Online,PH,15 min,,,
88060200,TAIM MANGUEIRA,-32.5408,-52.5394,POINT (-52.5394 -32.5408),,,,ANA,Online,PH,15 min,,,
88060210,TAIM MIRIM,-32.5397,-52.5392,POINT (-52.5392 -32.5397),,,,ANA,Online,PH,15 min,,,
3054031,TIARAJU SÃO GABRIEL,-30.2447,-54.3697,POINT (-54.3697 -30.2447),,,,ANA,Online,P,15 min,,,
3154016,TORQUATO SEVERO,-31.0222,-54.1847,POINT (-54.1847 -31.0222),,,,ANA,Online,P,15 min,,,
3153035,USINA TERMOELÉTRICA PIRATINI,-31.2419,-53.1808,POINT (-53.1808 -31.2419),,,,ANA,Online,P,15 min,,,
